adm0	country	adm1	ISO
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Zanzibar_Urban/West	TZA
Crimea	Crimea	Zaporizhia_Oblast	UKR
Jordan	Jordan	Zarqa	JOR
Slovenia	Slovenia	Zasavska	SVN
Mongolia	Mongolia	Zavkhan	MNG
Libya	Libya	Zawiya	LBY
Netherlands	Netherlands	Zeeland	NLD
Latvia	Latvia	Zemgale_Region	LVA
China	China	Zhejiang	CHN
Bhutan	Bhutan	Zhemgang_District	BTN
Crimea	Crimea	Zhytomyr_Oblast	UKR
Senegal	Senegal	Ziguinchor	SEN
Slovakia	Slovakia	Zilina	SVK
Niger	Niger	Zinder	NER
Serbia	Serbia	Zlatibor_District	SRB
Czech_Republic	Czech_Republic	Zlinsky_Region	CZE
Ecuador	Ecuador	Zona_No_Delimitada	ECU
Benin	Benin	Zou	BEN
Switzerland	Switzerland	Zug	CHE
Netherlands	Netherlands	Zuid_Holland	NLD
Venezuela	Venezuela	Zulia	VEN
Switzerland	Switzerland	Zurich	CHE
Azerbaijan	Azerbaijan	Absheron	AZE
Azerbaijan	Azerbaijan	Aran	AZE
Azerbaijan	Azerbaijan	Daglig-Shirvan	AZE
Azerbaijan	Azerbaijan	Ganja-Qazakh	AZE
Azerbaijan	Azerbaijan	Kalbajar-Lachin	AZE
Azerbaijan	Azerbaijan	Lankaran	AZE
Azerbaijan	Azerbaijan	Nakhchivan	AZE
Azerbaijan	Azerbaijan	Quba-Khachmaz	AZE
Azerbaijan	Azerbaijan	Yukhari-Karabakh	AZE
Turkey	Turkey	Adana	TUR
Turkey	Turkey	Adiyaman	TUR
Turkey	Turkey	Afyon	TUR
Turkey	Turkey	Agri	TUR
Turkey	Turkey	Aksaray	TUR
Turkey	Turkey	Amasya	TUR
Turkey	Turkey	Ankara	TUR
Turkey	Turkey	Antalya	TUR
Turkey	Turkey	Artvin	TUR
Turkey	Turkey	Balikesir	TUR
Turkey	Turkey	Bilecik	TUR
Turkey	Turkey	Bitlis	TUR
Turkey	Turkey	Bolu	TUR
Turkey	Turkey	Burdur	TUR
Turkey	Turkey	Bursa	TUR
Turkey	Turkey	Çanakkale	TUR
Turkey	Turkey	Çankiri	TUR
Turkey	Turkey	Çorum	TUR
Turkey	Turkey	Denizli	TUR
Turkey	Turkey	Diyarbakir	TUR
Turkey	Turkey	Düzce	TUR
Turkey	Turkey	Edirne	TUR
Turkey	Turkey	Elazığ	TUR
Turkey	Turkey	Erzincan	TUR
Turkey	Turkey	Erzurum	TUR
Turkey	Turkey	Eskisehir	TUR
Turkey	Turkey	Gaziantep	TUR
Turkey	Turkey	Giresun	TUR
Turkey	Turkey	Gümüshane	TUR
Turkey	Turkey	Hakkari	TUR
Turkey	Turkey	Hatay	TUR
Turkey	Turkey	Iğdır	TUR
Turkey	Turkey	Isparta	TUR
Turkey	Turkey	Istanbul	TUR
Turkey	Turkey	Izmir	TUR
Turkey	Turkey	K. Maras	TUR
Turkey	Turkey	Karabük	TUR
Turkey	Turkey	Karaman	TUR
Turkey	Turkey	Kars	TUR
Turkey	Turkey	Kastamonu	TUR
Turkey	Turkey	Kayseri	TUR
Turkey	Turkey	Kilis	TUR
Turkey	Turkey	Kinkkale	TUR
Turkey	Turkey	Kirklareli	TUR
Turkey	Turkey	Kirsehir	TUR
Turkey	Turkey	Kocaeli	TUR
Turkey	Turkey	Konya	TUR
Turkey	Turkey	Kütahya	TUR
Turkey	Turkey	Malatya	TUR
Turkey	Turkey	Manisa	TUR
Turkey	Turkey	Mardin	TUR
Turkey	Turkey	Mersin	TUR
Turkey	Turkey	Mugla	TUR
Turkey	Turkey	Mus	TUR
Turkey	Turkey	Nevsehir	TUR
Turkey	Turkey	Nigde	TUR
Turkey	Turkey	Ordu	TUR
Turkey	Turkey	Osmaniye	TUR
Turkey	Turkey	Rize	TUR
Turkey	Turkey	Sakarya	TUR
Turkey	Turkey	Samsun	TUR
Turkey	Turkey	Sanliurfa	TUR
Turkey	Turkey	Siirt	TUR
Turkey	Turkey	Sinop	TUR
Turkey	Turkey	Sirnak	TUR
Turkey	Turkey	Sivas	TUR
Turkey	Turkey	Tekirdag	TUR
Turkey	Turkey	Tokat	TUR
Turkey	Turkey	Trabzon	TUR
Turkey	Turkey	Tunceli	TUR
Turkey	Turkey	Usak	TUR
Turkey	Turkey	Van	TUR
Turkey	Turkey	Yalova	TUR
Turkey	Turkey	Yozgat	TUR
Turkey	Turkey	Zinguldak	TUR
Malta	Malta	Central	MLT
Malta	Malta	Gozo	MLT
Malta	Malta	Southern	MLT
Malta	Malta	Northern	MLT
Malta	Malta	South Eastern	MLT
Montenegro	Montenegro	Andrijevica	MNE
Montenegro	Montenegro	Bar	MNE
Montenegro	Montenegro	Berane	MNE
Montenegro	Montenegro	Bijelo Polje	MNE
Montenegro	Montenegro	Budva	MNE
Montenegro	Montenegro	Cetinje	MNE
Montenegro	Montenegro	Danilovgrad	MNE
Montenegro	Montenegro	Herceg Novi	MNE
Montenegro	Montenegro	Kolašin	MNE
Montenegro	Montenegro	Kotor	MNE
Montenegro	Montenegro	Mojkovac	MNE
Montenegro	Montenegro	Nikšic	MNE
Montenegro	Montenegro	Plav	MNE
Montenegro	Montenegro	Pljevlja	MNE
Montenegro	Montenegro	Plužine	MNE
Montenegro	Montenegro	Podgorica	MNE
Montenegro	Montenegro	Rožaje	MNE
Montenegro	Montenegro	Šavnik	MNE
Montenegro	Montenegro	Tivat	MNE
Montenegro	Montenegro	Ulcinj	MNE
Montenegro	Montenegro	Žabljak	MNE
Bonaire	Bonaire	Bonaire	BES
Saba	Saba	Saba	BES
Sint_Eustatius	Sint_Eustatius	Sint_Eustatius	BES
